datetime,depth,flagdepth,ph,flagph,doc,flagdoc,no3no2,flagno3no2,no2,flagno2,nh4,flagnh4,totnuf,flagtotnuf,totpuf,flagtotpuf,drsif,flagdrsif,totnuf_sloh,flagtotnuf_sloh,no3no2_sloh,flagno3no2_sloh,nh4_sloh,flagnh4_sloh,totpuf_sloh,flagtotpuf_sloh,drp_sloh,flagdrp_sloh,drsif_sloh,flagdrsif_sloh
2007-02-19,12,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.309,"",0.321,Q,0.124,"",0.111,"",3.13,""
2007-02-19,16,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.396,"",0.388,Q,0.127,"",0.114,"",3.41,""
2007-02-19,20,"",7.8,"",4.76,"",,"",,,,"",2134,"",165,"",,"",,"",0.597,"",0.614,Q,0.171,"",0.144,"",4.54,""
2007-04-02,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.448,"",0.297,"",0.129,"",0.105,"",3.12,Q
2007-04-02,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.45,"",0.295,"",0.133,"",0.104,"",3.21,Q
2007-04-16,0,"",8.26,"",4.8,"",,"",,,,"",1231,"",113,"",1196,"",,"",0.495,"",0.184,"",0.115,"",0.083,"",2.3,Q
2007-04-16,4,"",8.25,"",4.74,"",,"",,,,"",1329,"",121,"",1345,"",,"",0.493,"",0.192,"",0.124,"",0.092,"",2.43,Q
2007-04-16,8,"",8.32,"",4.71,"",,"",,,,"",1325,"",120,"",1298,"",,"",0.495,"",0.186,"",0.126,"",0.084,"",2.44,Q
2007-04-16,8,"",8.33,"",4.59,"",,"",,,,"",1351,"",125,"",1291,"",,"",,"",,"",,"",,"",,""
2007-04-16,12,"",8.31,"",4.77,"",,"",,,,"",1356,E,122,E,1318,"",,"",0.494,"",0.185,"",0.124,"",0.083,"",2.4,Q
2007-04-16,16,"",8.31,"",4.81,"",,"",,,,"",1342,"",124,"",1309,"",,"",0.494,"",0.189,"",0.122,"",0.085,"",2.51,Q
2007-04-16,20,"",8.32,"",4.54,"",,"",,,,"",1356,"",122,"",1328,"",,"",0.492,"",0.199,"",0.118,"",0.086,"",2.46,Q
2007-04-30,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.499,"",0.066,"",0.08,"",0.055,"",0.4,""
2007-04-30,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.497,"",0.065,"",0.089,"",0.055,"",0.396,""
2007-05-14,0,"",8.36,"",4.97,"",,"",,,,"",,"",,"",,"",,"",0.505,"",0.151,"",0.082,"",0.06,"",0.419,""
2007-05-14,4,"",8.49,"",4.96,"",,"",,,,"",,"",,"",,"",,"",0.501,"",0.149,"",0.08,"",0.058,"",0.409,""
2007-05-14,4,"",8.53,"",5.07,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2007-05-14,8,"",8.53,"",5.1,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2007-05-14,12,"",8.54,"",5.16,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2007-05-14,16,"",8.49,"",5.04,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2007-05-14,20,"",8.45,"",5.05,"",,"",,,,"",,"",,"",,"",,"",0.465,"",0.205,"",0.105,"",0.084,"",0.971,""
2007-05-29,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.477,"",0.152,"",0.074,"",0.061,"",0.626,""
2007-05-29,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.476,"",0.146,"",0.078,"",0.063,"",0.641,""
2007-06-11,0,"",8.58,"",5.13,"",,"",,,,"",,"",,"",,"",,"",0.437,"",0.074,"",0.074,"",0.046,"",0.742,""
2007-06-11,4,"",8.61,"",5.09,"",,"",,,,"",,"",,"",,"",,"",0.439,"",0.091,"",0.074,"",0.049,"",0.732,""
2007-06-11,4,"",8.61,"",5.37,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2007-06-11,8,"",8.55,"",5.05,"",,"",,,,"",,"",,"",,"",,"",0.435,"",0.113,"",0.071,"",0.057,"",0.771,""
2007-06-11,10,"",8.45,"",5.05,"",,"",,,,"",,"",,"",,"",,"",0.442,"",0.165,"",0.088,"",0.072,"",0.967,""
2007-06-11,12,"",8.34,"",4.96,"",,"",,,,"",,"",,"",,"",,"",0.435,"",0.225,"",0.107,"",0.089,"",1.2,""
2007-06-11,14,"",8.18,"",5.11,"",,"",,,,"",,"",,"",,"",,"",0.405,"",0.381,"",0.16,"",0.138,"",1.78,""
2007-06-11,16,"",8.13,"",5.1,"",,"",,,,"",,"",,"",,"",,"",0.395,"",0.409,"",0.174,"",0.146,"",1.88,""
2007-06-11,18,"",8.07,"",5.1,"",,"",,,,"",,"",,"",,"",,"",0.374,"",0.478,"",0.191,"",0.157,"",2.06,""
2007-06-11,20,"",7.95,"",5.28,"",,"",,,,"",,"",,"",,"",,"",0.315,"",0.624,"",0.241,"",0.203,"",2.76,""
2007-06-11,22,"",7.94,"",5.41,"",,"",,,,"",,"",,"",,"",,"",0.302,"",0.666,"",0.263,"",0.219,"",2.96,""
2007-06-25,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.282,"",0,S,0.067,"",0.018,"",0.91,""
2007-06-25,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.311,"",0,S,0.05,"",0.021,"",0.892,""
2007-07-09,0,"",9.11,"",5.37,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.026,"",0,S,1.21,""
2007-07-09,4,"",9.08,"",5.55,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.031,"",0.003,Q,1.23,""
2007-07-09,8,"",8.35,"",5.17,"",,"",,,,"",,"",,"",,"",,"",0.382,"",0.2,"",0.073,"",0.042,Q,1.6,""
2007-07-09,8,"",8.34,"",5.09,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2007-07-09,10,"",8.26,"",5.18,"",,"",,,,"",,"",,"",,"",,"",0.408,"",0.212,"",0.072,"",0.05,Q,1.76,""
2007-07-09,12,"",8.06,"",5.06,"",,"",,,,"",,"",,"",,"",,"",0.526,"",0.255,"",0.16,"",0.127,Q,2.2,""
2007-07-09,14,"",7.95,"",4.88,"",,"",,,,"",,"",,"",,"",,"",0.556,"",0.302,"",0.201,"",0.181,Q,2.39,""
2007-07-09,16,"",7.88,"",5.24,"",,"",,,,"",,"",,"",,"",,"",0.594,"",0.342,"",0.226,"",0.192,Q,2.6,""
2007-07-09,18,"",7.83,"",5.26,"",,"",,,,"",,"",,"",,"",,"",0.435,"",0.586,"",0.285,"",0.251,Q,3.13,""
2007-07-09,20,"",7.81,"",5.12,"",,"",,,,"",,"",,"",,"",,"",0.149,"",0.936,"",0.394,"",0.394,Q,3.86,""
2007-07-09,22,"",7.8,"",5.44,"",,"",,,,"",,"",,"",,"",,"",0,S,1.28,"",0.502,"",0.446,Q,4.47,""
2007-07-23,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.031,"",0,S,1.66,""
2007-07-23,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.031,"",0,S,1.58,""
2007-08-06,0,"",8.79,"",5.2,"",,"",,,,"",619,"",22,"",,"",,"",0,S,0,S,0.023,"",0,S,1.54,""
2007-08-06,4,"",8.86,"",5.34,"",,"",,,,"",613,"",21,"",,"",,"",0,S,0,S,0.023,"",0,S,1.67,""
2007-08-06,6,"",8.84,"",5.79,"",,"",,,,"",592,"",21,"",,"",,"",,"",,"",,"",,"",,""
2007-08-06,8,"",8.52,"",4.99,"",,"",,,,"",578,"",22,"",,"",,"",0,S,0.031,R,0.025,"",0,S,1.99,""
2007-08-06,10,"",7.92,"",4.97,"",,"",,,,"",,"",,"",,"",,"",0.181,"",0.292,"",0.072,"",0.054,"",2.41,""
2007-08-06,12,"",7.72,"",4.92,"",,"",,,,"",1210,E,239,E,,"",,"",0,S,0.637,"",0.251,"",0.227,"",2.99,""
2007-08-06,12,"",7.73,"",4.83,"",,"",,,,"",1201,"",231,"",,"",,"",,"",,"",,"",,"",,""
2007-08-06,14,"",7.71,"",5.02,"",,"",,,,"",,"",,"",,"",,"",0,S,0.747,"",0.305,"",0.276,"",3.18,""
2007-08-06,16,"",7.7,"",4.97,"",,"",,,,"",1597,"",346,"",,"",,"",0,S,1.45,"",0.37,"",0.334,"",3.61,""
2007-08-06,18,"",7.64,"",5.32,"",,"",,,,"",,"",,"",,"",,"",0,S,1.05,"",0.461,"",0.415,"",4.15,""
2007-08-06,20,"",7.56,"",5.45,"",,"",,,,"",3327,E,547,E,,"",,"",0,S,1.88,"",0.553,"",0.524,"",4.75,""
2007-08-06,22,"",7.51,"",5.57,"",,"",,,,"",2958,"",600,"",,"",,"",0,S,2.27,"",0.61,"",0.552,"",5.1,""
2007-08-20,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0.047,R,0.026,"",0,Q,1.87,""
2007-08-20,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0.044,R,0.026,"",0.002,Q,1.83,""
2007-09-04,0,"",8.82,"",5.21,"",,"",,,,"",,"",,"",,"",,"",0,Q,0,S,0.025,"",0,S,2.15,""
2007-09-04,4,"",8.83,"",5.26,"",,"",,,,"",,"",,"",,"",,"",0,Q,0,S,0.028,"",0,S,2.26,""
2007-09-04,8,"",8.98,"",5.01,"",,"",,,,"",,"",,"",,"",,"",0,Q,0,S,0.028,"",0,S,2.12,""
2007-09-04,10,"",8.29,"",4.96,"",,"",,,,"",,"",,"",,"",,"",0.181,"",0,S,0.045,"",0.026,"",2.38,""
2007-09-04,10,"",8.11,"",4.96,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2007-09-04,12,"",7.85,"",5,"",,"",,,,"",,"",,"",,"",,"",0,S,0.623,"",0.202,"",0.164,"",2.93,""
2007-09-04,14,"",7.68,"",,D,,"",,,,"",,"",,"",,"",,"",0,S,0.975,"",0.297,"",0.266,Q,3.47,""
2007-09-04,16,"",7.62,"",4.81,"",,"",,,,"",,"",,"",,"",,"",0,S,1.49,"",0.424,"",0.39,Q,4.03,""
2007-09-04,18,"",7.57,"",4.97,"",,"",,,,"",,"",,"",,"",,"",0,S,2,"",0.533,"",0.496,Q,4.63,""
2007-09-04,20,"",7.54,"",5.43,"",,"",,,,"",,"",,"",,"",,"",0,S,2.43,"",0.616,"",0.577,Q,5.31,""
2007-09-04,22,"",7.52,"",5.47,"",,"",,,,"",,"",,"",,"",,"",0,S,2.64,"",0.648,"",0.61,Q,5.41,""
2007-10-01,0,"",8.52,"",5.38,"",,"",,,,"",,"",,"",,"",,"",0,S,0.045,R,0.051,"",0.025,"",2.34,""
2007-10-01,4,"",8.56,"",5.33,"",,"",,,,"",,"",,"",,"",,"",0,S,0.044,R,0.056,"",0.025,"",2.36,""
2007-10-01,8,"",8.52,"",5.3,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2007-10-01,8,"",,"",,D,,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2007-10-01,20,"",7.44,"",5.63,"",,"",,,,"",,"",,"",,"",,"",0,S,2.96,"",0.687,"",0.66,"",5.71,""
2007-10-29,0,"",8.21,"",5.22,"",,"",,,,"",1242,"",136,"",,"",,"",0.058,R,0.449,"",0.152,"",0.119,"",3.01,""
2007-10-29,4,"",8.19,"",5.04,"",,"",,,,"",1075,"",140,"",,"",,"",0.057,R,0.443,"",0.143,"",0.116,"",3.01,""
2007-10-29,8,"",8.17,"",5.02,"",,"",,,,"",1006,"",130,"",,"",,"",,"",,"",,"",,"",,""
2007-10-29,20,"",8.16,"",4.96,"",,"",,,,"",985,"",129,"",,"",,"",0.058,R,0.441,"",0.138,"",0.119,"",2.98,""
2007-10-29,20,"",8.17,"",5.05,"",,"",,,,"",1072,"",130,"",,"",,"",,"",,"",,"",,"",,""
2007-11-26,0,"",8.06,"",5.1,"",,"",,,,"",,"",,"",,"",,"",0.16,"",0.555,"",0.144,"",0.126,"",3.38,""
2007-11-26,0,"",8.14,"",5.01,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2007-11-26,4,"",8.14,"",5.19,"",,"",,,,"",,"",,"",,"",,"",0.159,"",0.556,"",0.145,"",0.126,"",3.37,""
2007-11-26,8,"",8.14,"",5.03,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2007-11-26,20,"",8.14,"",5.11,"",,"",,,,"",,"",,"",,"",,"",0.163,"",0.559,"",0.147,"",0.125,"",3.38,""
2008-02-13,0,"",8.9,"",5.45,"",,"",,,,"",,"",,"",,"",,"",0.423,"",0.456,"",0.145,"",0.122,"",3.78,""
2008-02-13,4,"",8.5,"",5.3,"",,"",,,,"",,"",,"",,"",,"",0.439,"",0.417,"",0.143,"",0.118,"",3.73,""
2008-02-13,8,"",8.3,"",5.08,"",,"",,,,"",,"",,"",,"",,"",0.495,"",0.386,"",0.139,"",0.115,"",3.75,""
2008-02-13,12,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.554,"",0.388,"",0.141,"",0.119,"",3.88,""
2008-02-13,16,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.945,"",0.535,"",0.165,"",0.136,"",5.49,""
2008-02-13,20,"",7.8,"",4.84,"",,"",,,,"",,"",,"",,"",,"",1.26,"",0.719,"",0.186,"",0.157,"",7.41,""
2008-02-13,20,"",7.8,"",4.88,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2008-04-14,0,"",8.54,"",5.04,"",,"",,,,"",,"",,"",,"",,"",0.953,"",0,S,0.141,"",0.024,"",1.61,""
2008-04-14,0,"",8.62,"",5.05,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2008-04-14,4,"",8.51,"",4.96,"",,"",,,,"",,"",,"",,"",,"",0.975,"",0,S,0.137,"",0.026,"",1.71,""
2008-04-14,8,"",8.54,"",5,"",,"",,,,"",,"",,"",,"",,"",0.976,"",0,S,0.136,"",0.025,"",1.74,""
2008-04-14,12,"",8.5,"",4.91,"",,"",,,,"",,"",,"",,"",,"",0.977,"",0,S,0.134,"",0.028,"",1.81,""
2008-04-14,16,"",8.52,"",4.83,"",,"",,,,"",,"",,"",,"",,"",0.975,"",0,S,0.132,"",0.026,"",1.71,""
2008-04-14,20,"",8.5,"",4.89,"",,"",,,,"",,"",,"",,"",,"",0.981,"",0,S,0.136,"",0.027,"",1.75,""
2008-04-28,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.806,"",0.044,R,0.029,"",0.011,Q,0.023,Q
2008-04-28,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.805,"",0.04,R,0.041,"",0.009,Q,0,Q
2008-05-12,0,"",8.7,"",,"",,"",,,,"",,"",,"",,"",,"",0.798,"",0.071,"",0.037,"",0.024,"",0.095,Q
2008-05-12,4,"",8.71,"",,"",,"",,,,"",,"",,"",,"",,"",0.788,"",0.083,"",0.054,"",0.033,"",0.119,Q
2008-05-12,8,"",8.7,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2008-05-12,12,"",8.7,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2008-05-12,16,"",8.68,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2008-05-12,20,"",8.69,"",,"",,"",,,,"",,"",,"",,"",,"",0.795,"",0.112,"",0.075,"",0.053,"",0.23,Q
2008-05-12,20,"",8.69,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2008-05-28,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.793,"",0.179,"",0.072,Q,0.058,Q,0.467,""
2008-05-28,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.792,"",0.178,"",0.074,"",0.064,Q,0.519,""
2008-06-09,0,"",8.68,"",,"",,"",,,,"",,"",,"",,"",,"",0.785,"",0.2,"",0.075,"",0.053,Q,0.662,""
2008-06-09,4,"",8.66,"",,"",,"",,,,"",,"",,"",,"",,"",0.767,"",0.193,"",0.079,"",0.062,Q,0.657,""
2008-06-09,8,"",8.63,"",,"",,"",,,,"",,"",,"",,"",,"",0.725,"",0.2,"",0.084,"",0.065,Q,0.682,""
2008-06-09,10,"",8.6,"",,"",,"",,,,"",,"",,"",,"",,"",0.764,"",0.239,"",0.087,"",0.073,Q,0.737,""
2008-06-09,12,"",8.58,"",,"",,"",,,,"",,"",,"",,"",,"",0.758,"",0.242,"",0.096,"",0.073,Q,0.799,""
2008-06-09,14,"",8.44,"",,"",,"",,,,"",,"",,"",,"",,"",0.737,"",0.287,"",0.114,"",0.09,Q,0.945,""
2008-06-09,16,"",8.41,"",,"",,"",,,,"",,"",,"",,"",,"",0.696,"",0.358,"",0.134,"",0.106,Q,1.14,""
2008-06-09,18,"",8.27,"",,"",,"",,,,"",,"",,"",,"",,"",0.652,"",0.441,"",0.159,"",0.128,Q,1.39,""
2008-06-09,20,"",8.32,"",,"",,"",,,,"",,"",,"",,"",,"",0.579,"",0.593,"",0.209,"",0.182,Q,1.79,""
2008-06-09,20,"",8.23,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2008-06-09,22,"",8.17,"",,"",,"",,,,"",,"",,"",,"",,"",0.547,"",0.652,"",0.227,"",0.185,Q,1.95,""
2008-06-23,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.787,Q,0,S,0.13,Q,0.043,"",1.51,""
2008-06-23,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.828,Q,0.072,"",0.1,Q,0.056,"",1.51,""
2008-07-07,0,"",9.25,"",5.3,"",,"",,,,"",,"",,"",,"",,"",0.465,"",0.02,R,0.152,"",0.034,"",1.67,""
2008-07-07,4,"",9.18,"",5.55,"",,"",,,,"",,"",,"",,"",,"",0.511,"",0.028,R,0.065,"",0.024,"",1.64,""
2008-07-07,8,"",8.74,"",4.87,"",,"",,,,"",,"",,"",,"",,"",0.706,"",0.166,"",0.088,"",0.069,"",1.83,""
2008-07-07,10,"",8.5,"",4.8,"",,"",,,,"",,"",,"",,"",,"",0.72,"",0.258,"",0.117,"",0.101,"",2.21,""
2008-07-07,12,"",8.25,"",5.08,"",,"",,,,"",,"",,"",,"",,"",0.686,"",0.385,"",0.162,"",0.14,"",2.52,Q
2008-07-07,14,"",8.11,"",4.82,"",,"",,,,"",,"",,"",,"",,"",0.605,"",0.573,"",0.214,"",0.184,"",2.51,""
2008-07-07,16,"",8.05,"",4.98,"",,"",,,,"",,"",,"",,"",,"",0.445,"",0.805,"",0.264,"",0.241,"",2.74,""
2008-07-07,18,"",8.02,"",4.93,"",,"",,,,"",,"",,"",,"",,"",0.341,"",0.958,"",0.315,"",0.269,"",3.05,""
2008-07-07,20,"",8,"",4.99,"",,"",,,,"",,"",,"",,"",,"",0.241,"",1.33,"",0.381,"",0.321,"",3.41,""
2008-07-07,20,"",8,"",5.1,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2008-07-07,22,"",8.28,"",4.99,"",,"",,,,"",,"",,"",,"",,"",0.466,"",0.113,"",0.069,Q,0.1,Q,2.26,""
2008-07-21,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.313,"",0,S,0.053,"",0.007,"",1.85,Q
2008-07-21,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.301,"",0,S,0.052,"",0.006,"",1.82,Q
2008-08-04,0,"",9.13,"",5.68,"",,"",,,,"",,"",,"",,"",,"",0.038,R,0,S,0.05,"",0.003,R,2.27,""
2008-08-04,4,"",9.05,"",5.48,"",,"",,,,"",,"",,"",,"",,"",0.025,R,0,S,0.048,"",0,S,1.97,""
2008-08-04,6,"",8.94,"",5.53,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2008-08-04,8,"",8.51,"",5.7,"",,"",,,,"",,"",,"",,"",,"",0.746,"",0,S,0.072,"",0.01,"",2.39,""
2008-08-04,10,"",8.2,"",,"",,"",,,,"",,"",,"",,"",,"",0.821,"",0.052,"",0.116,"",0.063,"",2.75,""
2008-08-04,12,"",8.1,"",5.01,"",,"",,,,"",,"",,"",,"",,"",0.568,"",0.356,"",0.206,"",0.166,"",3.18,""
2008-08-04,14,"",8.06,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,1.19,"",0.341,"",0.289,"",3.73,""
2008-08-04,16,"",8.02,"",5.36,"",,"",,,,"",,"",,"",,"",,"",0,S,1.24,"",0.391,"",1.65,"",3.34,""
2008-08-04,16,"",8.06,"",5.08,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2008-08-04,18,"",7.96,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,1.77,"",0.486,"",0.432,"",4.08,""
2008-08-04,20,"",7.97,"",5.21,"",,"",,,,"",,"",,"",,"",,"",0,S,2.01,"",0.529,"",0.454,"",4.41,""
2008-08-04,22,"",7.85,"",5.51,"",,"",,,,"",,"",,"",,"",,"",0,S,2.28,"",0.584,"",0.511,"",4.66,""
2008-08-18,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.038,"",0.003,R,1.89,""
2008-08-18,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.036,"",0,S,2.02,""
2008-09-05,0,"",8.93,"",,"",,"",,,,"",,"",,"",,"",,"",0.022,R,0.031,Q,0.029,"",0,Q,2.19,Q
2008-09-05,0,"",8.89,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2008-09-05,4,"",8.95,"",,"",,"",,,,"",,"",,"",,"",,"",0.03,R,0,Q,0.028,"",0.003,Q,2.15,""
2008-09-05,8,"",8.93,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0.024,Q,0.027,"",0,Q,2.19,""
2008-09-05,10,"",8.92,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0.025,Q,0.028,"",0,Q,2.17,""
2008-09-05,12,"",8.14,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0.874,Q,0.28,"",0.234,Q,3.54,""
2008-09-05,14,"",8.06,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,1.72,Q,0.374,"",0.332,Q,3.84,""
2008-09-05,16,"",7.95,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,1.98,"",0.453,"",0.433,Q,4.42,""
2008-09-05,18,"",7.82,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,2.76,"",0.582,"",0.543,Q,5.36,""
2008-09-05,20,"",7.8,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,3.29,"",0.676,"",0.626,Q,5.75,""
2008-09-05,22,"",7.76,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,3.49,"",0.7,"",0.643,Q,6.2,""
2008-09-29,0,"",8.86,"",4.98,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.039,"",0,S,2.3,Q
2008-09-29,0,"",8.97,"",5.16,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2008-09-29,4,"",8.93,"",5.29,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.04,"",0,S,2.33,Q
2008-09-29,8,"",8.83,"",5.51,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2008-09-29,20,"",7.84,"",6.63,"",,"",,,,"",,"",,"",,"",,"",0,S,3.41,"",0.665,"",0.638,"",5.9,Q
2008-10-29,0,"",8.31,"",4.63,"",,"",,,,"",,"",,"",,"",,"",0.105,"",0.589,"",0.147,"",0.125,"",3.42,""
2008-10-29,4,"",8.34,"",4.6,"",,"",,,,"",,"",,"",,"",,"",0.107,"",0.608,"",0.156,"",0.127,"",3.44,""
2008-10-29,8,"",8.33,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2008-10-29,20,"",8.23,"",5.48,"",,"",,,,"",,"",,"",,"",,"",0.109,"",0.551,"",0.138,"",0.11,"",3.45,""
2008-10-29,20,"",8.25,"",4.92,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2009-01-21,0,"",8.05,"",6.57,"",,"",,,,"",1497,"",179,"",234,"",,"",0.576,"",0.551,"",0.152,"",0.127,"",4.31,""
2009-01-21,4,"",8.33,"",5.07,"",,"",,,,"",,"",,"",,"",,"",0.565,"",0.556,"",0.15,"",0.128,"",4.29,""
2009-01-21,8,"",8.33,"",5.1,"",,"",,,,"",1371,"",125,"",224,"",,"",0.595,"",0.53,"",0.144,"",0.125,"",4.3,""
2009-01-21,12,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.741,"",0.533,"",0.143,"",0.122,"",4.54,""
2009-01-21,16,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.943,"",0.647,"",0.16,"",0.141,"",5.43,""
2009-01-21,20,"",7.43,"",7.48,"",,"",,,,"",1065,N,51,"",2013,"",,"",0,S,0,S,0.025,"",0,S,0.779,""
2009-01-21,20,"",7.86,"",4.84,"",,"",,,,"",3763,"",135,"",1484,"",,"",,"",,"",,"",,"",,""
2009-04-15,0,"",8.38,"",4.92,"",,"",,,,"",2222,E,167,E,2164,"",,"",1.74,"",0.112,"",0.165,"",0.133,"",5.34,""
2009-04-15,4,"",8.4,"",4.77,"",,"",,,,"",,"",,"",,"",,"",1.46,"",0.093,"",0.171,"",0.134,"",5.11,""
2009-04-15,8,"",8.39,"",4.76,"",,"",,,,"",2276,"",146,"",1980,"",,"",1.48,"",0.09,"",0.163,"",0.133,"",5.08,""
2009-04-15,12,"",8.37,"",5.01,"",,"",,,,"",,"",,"",,"",,"",1.48,"",0.078,"",0.161,"",0.128,"",5.36,""
2009-04-15,16,"",8.36,"",5.03,"",,"",,,,"",,"",,"",,"",,"",1.48,"",0.094,"",0.161,"",0.131,"",5.23,""
2009-04-15,20,"",8.08,"",4.96,"",,"",,,,"",2012,"",137,"",2180,"",,"",0.49,"",0.025,R,0.071,"",0.113,Q,5.22,""
2009-04-15,20,"",8.07,"",5.04,"",,"",,,,"",2192,"",124,"",2179,"",,"",,"",,"",,"",,"",,""
2009-04-27,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",1.46,"",0.064,"",0.148,"",0.116,"",3.94,""
2009-04-27,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",1.46,"",0.066,"",0.207,"",0.114,"",3.78,""
2009-05-11,0,"",8.73,"",4.52,"",,"",,,,"",,"",,"",,"",,"",1.53,"",0.104,"",0.126,"",0.075,"",3.23,""
2009-05-11,0,"",8.7,"",4.44,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2009-05-11,4,"",8.66,"",4.46,"",,"",,,,"",,"",,"",,"",,"",1.43,"",0.136,"",0.136,"",0.113,"",3.54,""
2009-05-11,8,"",8.57,"",4.61,"",,"",,,,"",,"",,"",,"",,"",1.39,"",0.1,"",0.112,"",0.078,"",3.62,""
2009-05-11,12,"",8.57,"",4.37,"",,"",,,,"",,"",,"",,"",,"",1.4,"",0.12,"",0.127,"",0.101,"",3.66,""
2009-05-11,16,"",8.5,"",4.54,"",,"",,,,"",,"",,"",,"",,"",1.37,"",0.132,"",0.133,"",0.108,"",3.89,""
2009-05-11,20,"",8.36,"",4.7,"",,"",,,,"",,"",,"",,"",,"",1.37,"",0.174,"",0.149,"",0.127,"",4.2,""
2009-05-28,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",1.34,"",0.182,"",0.147,"",0.116,"",3.64,""
2009-05-28,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",1.34,"",0.18,"",0.147,"",0.118,"",3.65,""
